% Freq(Hz) h_c
1.2369087e-07 8.3662519e-14
1.2377056e-07 8.3742883e-14
1.2385026e-07 8.3823030e-14
1.2392996e-07 8.3903001e-14
1.2400966e-07 8.3982849e-14
1.2408935e-07 8.4062635e-14
1.2416905e-07 8.4142425e-14
1.2424875e-07 8.4222285e-14
1.2432845e-07 8.4302280e-14
1.2440815e-07 8.4382469e-14
1.2448784e-07 8.4462900e-14
1.2456754e-07 8.4543610e-14
1.2464724e-07 8.4624622e-14
1.2472694e-07 8.4705943e-14
1.2480663e-07 8.4787564e-14
1.2488633e-07 8.4869462e-14
1.2496603e-07 8.4951598e-14
1.2504573e-07 8.5033923e-14
1.2512542e-07 8.5116378e-14
1.2520512e-07 8.5198898e-14
1.2528482e-07 8.5281417e-14
1.2536452e-07 8.5363869e-14
1.2544422e-07 8.5446194e-14
1.2552391e-07 8.5528340e-14
1.2560361e-07 8.5610268e-14
1.2568331e-07 8.5691950e-14
1.2576301e-07 8.5773377e-14
1.2584270e-07 8.5854552e-14
1.2592240e-07 8.5935495e-14
1.2600210e-07 8.6016241e-14
1.2608180e-07 8.6096837e-14
1.2616150e-07 8.6177339e-14
1.2624119e-07 8.6257812e-14
1.2632089e-07 8.6338320e-14
1.2640059e-07 8.6418931e-14
1.2648029e-07 8.6499706e-14
1.2655998e-07 8.6580698e-14
1.2663968e-07 8.6661951e-14
1.2671938e-07 8.6743495e-14
1.2679908e-07 8.6825344e-14
1.2687877e-07 8.6907499e-14
1.2695847e-07 8.6989942e-14
1.2703817e-07 8.7072644e-14
1.2711787e-07 8.7155560e-14
1.2719757e-07 8.7238635e-14
1.2727726e-07 8.7321809e-14
1.2735696e-07 8.7405016e-14
1.2743666e-07 8.7488188e-14
1.2751636e-07 8.7571263e-14
1.2759605e-07 8.7654185e-14
1.2767575e-07 8.7736908e-14
1.2775545e-07 8.7819398e-14
1.2783515e-07 8.7901637e-14
1.2791485e-07 8.7983621e-14
1.2799454e-07 8.8065362e-14
1.2807424e-07 8.8146888e-14
1.2815394e-07 8.8228239e-14
1.2823364e-07 8.8309467e-14
1.2831333e-07 8.8390632e-14
1.2839303e-07 8.8471799e-14
1.2847273e-07 8.8553035e-14
1.2855243e-07 8.8634404e-14
1.2863212e-07 8.8715964e-14
1.2871182e-07 8.8797762e-14
1.2879152e-07 8.8879837e-14
1.2887122e-07 8.8962210e-14
1.2895092e-07 8.9044889e-14
1.2903061e-07 8.9127867e-14
1.2911031e-07 8.9211119e-14
1.2919001e-07 8.9294608e-14
1.2926971e-07 8.9378285e-14
1.2934940e-07 8.9462091e-14
1.2942910e-07 8.9545964e-14
1.2950880e-07 8.9629835e-14
1.2958850e-07 8.9713641e-14
1.2966820e-07 8.9797321e-14
1.2974789e-07 8.9880825e-14
1.2982759e-07 8.9964113e-14
1.2990729e-07 9.0047157e-14
1.2998699e-07 9.0129947e-14
1.3006668e-07 9.0212486e-14
1.3014638e-07 9.0294794e-14
1.3022608e-07 9.0376907e-14
1.3030578e-07 9.0458869e-14
1.3038547e-07 9.0540737e-14
1.3046517e-07 9.0622573e-14
1.3054487e-07 9.0704445e-14
1.3062457e-07 9.0786417e-14
1.3070427e-07 9.0868550e-14
1.3078396e-07 9.0950898e-14
1.3086366e-07 9.1033505e-14
1.3094336e-07 9.1116400e-14
1.3102306e-07 9.1199598e-14
1.3110275e-07 9.1283099e-14
1.3118245e-07 9.1366888e-14
1.3126215e-07 9.1450934e-14
1.3134185e-07 9.1535192e-14
1.3142154e-07 9.1619611e-14
1.3150124e-07 9.1704128e-14
1.3158094e-07 9.1788678e-14
1.3166064e-07 9.1873195e-14
1.3174034e-07 9.1957616e-14
1.3182003e-07 9.2041885e-14
1.3189973e-07 9.2125957e-14
1.3197943e-07 9.2209797e-14
1.3205913e-07 9.2293387e-14
1.3213882e-07 9.2376724e-14
1.3221852e-07 9.2459818e-14
1.3229822e-07 9.2542697e-14
1.3237792e-07 9.2625401e-14
1.3245762e-07 9.2707981e-14
1.3253731e-07 9.2790498e-14
1.3261701e-07 9.2873015e-14
1.3269671e-07 9.2955600e-14
1.3277641e-07 9.3038315e-14
1.3285610e-07 9.3121219e-14
1.3293580e-07 9.3204360e-14
1.3301550e-07 9.3287775e-14
1.3309520e-07 9.3371488e-14
1.3317489e-07 9.3455504e-14
1.3325459e-07 9.3539817e-14
1.3333429e-07 9.3624404e-14
1.3341399e-07 9.3709228e-14
1.3349369e-07 9.3794239e-14
1.3357338e-07 9.3879380e-14
1.3365308e-07 9.3964587e-14
1.3373278e-07 9.4049794e-14
1.3381248e-07 9.4134936e-14
1.3389217e-07 9.4219954e-14
1.3397187e-07 9.4304796e-14
1.3405157e-07 9.4389423e-14
1.3413127e-07 9.4473808e-14
1.3421097e-07 9.4557938e-14
1.3429066e-07 9.4641819e-14
1.3437036e-07 9.4725469e-14
1.3445006e-07 9.4808922e-14
1.3452976e-07 9.4892224e-14
1.3460945e-07 9.4975431e-14
1.3468915e-07 9.5058605e-14
1.3476885e-07 9.5141813e-14
1.3484855e-07 9.5225120e-14
1.3492824e-07 9.5308586e-14
1.3500794e-07 9.5392266e-14
1.3508764e-07 9.5476202e-14
1.3516734e-07 9.5560425e-14
1.3524704e-07 9.5644950e-14
1.3532673e-07 9.5729778e-14
1.3540643e-07 9.5814892e-14
1.3548613e-07 9.5900263e-14
1.3556583e-07 9.5985848e-14
1.3564552e-07 9.6071592e-14
1.3572522e-07 9.6157435e-14
1.3580492e-07 9.6243312e-14
1.3588462e-07 9.6329156e-14
1.3596432e-07 9.6414905e-14
1.3604401e-07 9.6500503e-14
1.3612371e-07 9.6585905e-14
1.3620341e-07 9.6671075e-14
1.3628311e-07 9.6755996e-14
1.3636280e-07 9.6840662e-14
1.3644250e-07 9.6925086e-14
1.3652220e-07 9.7009294e-14
1.3660190e-07 9.7093326e-14
1.3668159e-07 9.7177234e-14
1.3676129e-07 9.7261076e-14
1.3684099e-07 9.7344918e-14
1.3692069e-07 9.7428826e-14
1.3700039e-07 9.7512862e-14
1.3708008e-07 9.7597086e-14
1.3715978e-07 9.7681546e-14
1.3723948e-07 9.7766279e-14
1.3731918e-07 9.7851308e-14
1.3739887e-07 9.7936641e-14
1.3747857e-07 9.8022271e-14
1.3755827e-07 9.8108174e-14
1.3763797e-07 9.8194314e-14
1.3771767e-07 9.8280642e-14
1.3779736e-07 9.8367101e-14
1.3787706e-07 9.8453625e-14
1.3795676e-07 9.8540151e-14
1.3803646e-07 9.8626613e-14
1.3811615e-07 9.8712951e-14
1.3819585e-07 9.8799114e-14
1.3827555e-07 9.8885061e-14
1.3835525e-07 9.8970766e-14
1.3843494e-07 9.9056216e-14
1.3851464e-07 9.9141416e-14
1.3859434e-07 9.9226384e-14
1.3867404e-07 9.9311153e-14
1.3875374e-07 9.9395771e-14
1.3883343e-07 9.9480292e-14
1.3891313e-07 9.9564779e-14
1.3899283e-07 9.9649298e-14
1.3907253e-07 9.9733915e-14
1.3915222e-07 9.9818690e-14
1.3923192e-07 9.9903677e-14
1.3931162e-07 9.9988921e-14
1.3939132e-07 1.0007445e-13
1.3947101e-07 1.0016028e-13
1.3955071e-07 1.0024642e-13
1.3963041e-07 1.0033284e-13
1.3971011e-07 1.0041952e-13
1.3978981e-07 1.0050641e-13
1.3986950e-07 1.0059346e-13
1.3994920e-07 1.0068062e-13
1.4002890e-07 1.0076780e-13
1.4010860e-07 1.0085496e-13
1.4018829e-07 1.0094202e-13
1.4026799e-07 1.0102893e-13
1.4034769e-07 1.0111564e-13
1.4042739e-07 1.0120212e-13
1.4050709e-07 1.0128835e-13
1.4058678e-07 1.0137433e-13
1.4066648e-07 1.0146006e-13
1.4074618e-07 1.0154557e-13
1.4082588e-07 1.0163091e-13
1.4090557e-07 1.0171612e-13
1.4098527e-07 1.0180126e-13
1.4106497e-07 1.0188641e-13
1.4114467e-07 1.0197161e-13
1.4122436e-07 1.0205695e-13
1.4130406e-07 1.0214247e-13
1.4138376e-07 1.0222822e-13
1.4146346e-07 1.0231425e-13
1.4154316e-07 1.0240058e-13
1.4162285e-07 1.0248721e-13
1.4170255e-07 1.0257414e-13
1.4178225e-07 1.0266134e-13
1.4186195e-07 1.0274878e-13
1.4194164e-07 1.0283640e-13
1.4202134e-07 1.0292416e-13
1.4210104e-07 1.0301199e-13
1.4218074e-07 1.0309982e-13
1.4226044e-07 1.0318759e-13
1.4234013e-07 1.0327523e-13
1.4241983e-07 1.0336269e-13
1.4249953e-07 1.0344994e-13
1.4257923e-07 1.0353695e-13
1.4265892e-07 1.0362370e-13
1.4273862e-07 1.0371019e-13
1.4281832e-07 1.0379646e-13
1.4289802e-07 1.0388252e-13
1.4297771e-07 1.0396843e-13
1.4305741e-07 1.0405424e-13
1.4313711e-07 1.0414002e-13
1.4321681e-07 1.0422583e-13
1.4329651e-07 1.0431173e-13
1.4337620e-07 1.0439779e-13
1.4345590e-07 1.0448406e-13
1.4353560e-07 1.0457059e-13
1.4361530e-07 1.0465741e-13
1.4369499e-07 1.0474453e-13
1.4377469e-07 1.0483195e-13
1.4385439e-07 1.0491966e-13
1.4393409e-07 1.0500763e-13
1.4401379e-07 1.0509581e-13
1.4409348e-07 1.0518416e-13
1.4417318e-07 1.0527261e-13
1.4425288e-07 1.0536109e-13
1.4433258e-07 1.0544954e-13
1.4441227e-07 1.0553789e-13
1.4449197e-07 1.0562610e-13
1.4457167e-07 1.0571410e-13
1.4465137e-07 1.0580188e-13
1.4473106e-07 1.0588940e-13
1.4481076e-07 1.0597666e-13
1.4489046e-07 1.0606368e-13
1.4497016e-07 1.0615048e-13
1.4504986e-07 1.0623710e-13
1.4512955e-07 1.0632359e-13
1.4520925e-07 1.0641001e-13
1.4528895e-07 1.0649643e-13
1.4536865e-07 1.0658291e-13
1.4544834e-07 1.0666952e-13
1.4552804e-07 1.0675632e-13
1.4560774e-07 1.0684335e-13
1.4568744e-07 1.0693065e-13
1.4576714e-07 1.0701825e-13
1.4584683e-07 1.0710616e-13
1.4592653e-07 1.0719437e-13
1.4600623e-07 1.0728285e-13
1.4608593e-07 1.0737157e-13
1.4616562e-07 1.0746049e-13
1.4624532e-07 1.0754953e-13
1.4632502e-07 1.0763865e-13
1.4640472e-07 1.0772776e-13
1.4648441e-07 1.0781681e-13
1.4656411e-07 1.0790574e-13
1.4664381e-07 1.0799449e-13
1.4672351e-07 1.0808303e-13
1.4680321e-07 1.0817132e-13
1.4688290e-07 1.0825935e-13
1.4696260e-07 1.0834712e-13
1.4704230e-07 1.0843466e-13
1.4712200e-07 1.0852200e-13
1.4720169e-07 1.0860918e-13
1.4728139e-07 1.0869626e-13
1.4736109e-07 1.0878330e-13
1.4744079e-07 1.0887037e-13
1.4752049e-07 1.0895754e-13
1.4760018e-07 1.0904486e-13
1.4767988e-07 1.0913240e-13
1.4775958e-07 1.0922019e-13
1.4783928e-07 1.0930828e-13
1.4791897e-07 1.0939666e-13
1.4799867e-07 1.0948535e-13
1.4807837e-07 1.0957434e-13
1.4815807e-07 1.0966358e-13
1.4823776e-07 1.0975304e-13
1.4831746e-07 1.0984266e-13
1.4839716e-07 1.0993239e-13
1.4847686e-07 1.1002215e-13
1.4855656e-07 1.1011188e-13
1.4863625e-07 1.1020152e-13
1.4871595e-07 1.1029100e-13
1.4879565e-07 1.1038028e-13
1.4887535e-07 1.1046933e-13
1.4895504e-07 1.1055812e-13
1.4903474e-07 1.1064666e-13
1.4911444e-07 1.1073494e-13
1.4919414e-07 1.1082301e-13
1.4927383e-07 1.1091089e-13
1.4935353e-07 1.1099864e-13
1.4943323e-07 1.1108631e-13
1.4951293e-07 1.1117399e-13
1.4959263e-07 1.1126172e-13
1.4967232e-07 1.1134958e-13
1.4975202e-07 1.1143763e-13
1.4983172e-07 1.1152592e-13
1.4991142e-07 1.1161448e-13
1.4999111e-07 1.1170334e-13
1.5007081e-07 1.1179251e-13
1.5015051e-07 1.1188198e-13
1.5023021e-07 1.1197172e-13
1.5030991e-07 1.1206171e-13
1.5038960e-07 1.1215189e-13
1.5046930e-07 1.1224221e-13
1.5054900e-07 1.1233260e-13
1.5062870e-07 1.1242298e-13
1.5070839e-07 1.1251331e-13
1.5078809e-07 1.1260351e-13
1.5086779e-07 1.1269353e-13
1.5094749e-07 1.1278333e-13
1.5102718e-07 1.1287288e-13
1.5110688e-07 1.1296218e-13
1.5118658e-07 1.1305121e-13
1.5126628e-07 1.1314001e-13
1.5134598e-07 1.1322859e-13
1.5142567e-07 1.1331702e-13
1.5150537e-07 1.1340535e-13
1.5158507e-07 1.1349364e-13
1.5166477e-07 1.1358195e-13
1.5174446e-07 1.1367036e-13
1.5182416e-07 1.1375893e-13
1.5190386e-07 1.1384771e-13
1.5198356e-07 1.1393675e-13
1.5206326e-07 1.1402608e-13
1.5214295e-07 1.1411572e-13
1.5222265e-07 1.1420566e-13
1.5230235e-07 1.1429590e-13
1.5238205e-07 1.1438640e-13
1.5246174e-07 1.1447712e-13
1.5254144e-07 1.1456800e-13
1.5262114e-07 1.1465899e-13
1.5270084e-07 1.1475002e-13
1.5278053e-07 1.1484102e-13
1.5286023e-07 1.1493192e-13
1.5293993e-07 1.1502266e-13
1.5301963e-07 1.1511321e-13
1.5309933e-07 1.1520351e-13
1.5317902e-07 1.1529356e-13
1.5325872e-07 1.1538335e-13
1.5333842e-07 1.1547288e-13
1.5341812e-07 1.1556219e-13
1.5349781e-07 1.1565131e-13
1.5357751e-07 1.1574029e-13
1.5365721e-07 1.1582921e-13
1.5373691e-07 1.1591811e-13
1.5381661e-07 1.1600708e-13
1.5389630e-07 1.1609618e-13
1.5397600e-07 1.1618546e-13
1.5405570e-07 1.1627498e-13
1.5413540e-07 1.1636478e-13
1.5421509e-07 1.1645487e-13
1.5429479e-07 1.1654529e-13
1.5437449e-07 1.1663600e-13
1.5445419e-07 1.1672700e-13
1.5453388e-07 1.1681824e-13
1.5461358e-07 1.1690967e-13
1.5469328e-07 1.1700125e-13
1.5477298e-07 1.1709289e-13
1.5485268e-07 1.1718454e-13
1.5493237e-07 1.1727612e-13
1.5501207e-07 1.1736757e-13
1.5509177e-07 1.1745885e-13
1.5517147e-07 1.1754990e-13
1.5525116e-07 1.1764070e-13
1.5533086e-07 1.1773124e-13
1.5541056e-07 1.1782152e-13
1.5549026e-07 1.1791155e-13
1.5556996e-07 1.1800137e-13
1.5564965e-07 1.1809103e-13
1.5572935e-07 1.1818058e-13
1.5580905e-07 1.1827009e-13
1.5588875e-07 1.1835963e-13
1.5596844e-07 1.1844926e-13
1.5604814e-07 1.1853905e-13
1.5612784e-07 1.1862906e-13
1.5620754e-07 1.1871932e-13
1.5628723e-07 1.1880988e-13
1.5636693e-07 1.1890075e-13
1.5644663e-07 1.1899193e-13
1.5652633e-07 1.1908340e-13
1.5660603e-07 1.1917515e-13
1.5668572e-07 1.1926712e-13
1.5676542e-07 1.1935925e-13
1.5684512e-07 1.1945149e-13
1.5692482e-07 1.1954377e-13
1.5700451e-07 1.1963601e-13
1.5708421e-07 1.1972816e-13
1.5716391e-07 1.1982016e-13
1.5724361e-07 1.1991195e-13
1.5732330e-07 1.2000350e-13
1.5740300e-07 1.2009479e-13
1.5748270e-07 1.2018580e-13
1.5756240e-07 1.2027657e-13
1.5764210e-07 1.2036710e-13
1.5772179e-07 1.2045744e-13
1.5780149e-07 1.2054764e-13
1.5788119e-07 1.2063777e-13
1.5796089e-07 1.2072789e-13
1.5804058e-07 1.2081807e-13
1.5812028e-07 1.2090838e-13
1.5819998e-07 1.2099888e-13
1.5827968e-07 1.2108961e-13
1.5835938e-07 1.2118063e-13
1.5843907e-07 1.2127195e-13
1.5851877e-07 1.2136358e-13
1.5859847e-07 1.2145553e-13
1.5867817e-07 1.2154776e-13
1.5875786e-07 1.2164024e-13
1.5883756e-07 1.2173291e-13
1.5891726e-07 1.2182573e-13
1.5899696e-07 1.2191862e-13
1.5907665e-07 1.2201151e-13
1.5915635e-07 1.2210433e-13
1.5923605e-07 1.2219703e-13
1.5931575e-07 1.2228955e-13
