% Freq(Hz) h_c
6.1765735e-08 3.0159560e-14
6.1845433e-08 3.0476204e-14
6.1925131e-08 3.0848033e-14
6.2004828e-08 3.1278621e-14
6.2084526e-08 3.1771047e-14
6.2164224e-08 3.2327719e-14
6.2243922e-08 3.2950117e-14
6.2323619e-08 3.3638467e-14
6.2403317e-08 3.4391295e-14
6.2483015e-08 3.5204891e-14
6.2562712e-08 3.6072663e-14
6.2642410e-08 3.6984421e-14
6.2722108e-08 3.7925672e-14
6.2801806e-08 3.8877042e-14
6.2881503e-08 3.9814015e-14
6.2961201e-08 4.0707248e-14
6.3040899e-08 4.1523683e-14
6.3120597e-08 4.2228648e-14
6.3200294e-08 4.2788899e-14
6.3279992e-08 4.3176274e-14
6.3359690e-08 4.3371296e-14
6.3439387e-08 4.3365913e-14
6.3519085e-08 4.3164650e-14
6.3598783e-08 4.2783866e-14
6.3678481e-08 4.2249321e-14
6.3758178e-08 4.1592734e-14
6.3837876e-08 4.0848129e-14
6.3917574e-08 4.0048673e-14
6.3997271e-08 3.9224392e-14
6.4076969e-08 3.8400863e-14
6.4156667e-08 3.7598728e-14
6.4236365e-08 3.6833819e-14
6.4316062e-08 3.6117646e-14
6.4395760e-08 3.5458044e-14
6.4475458e-08 3.4859857e-14
6.4555156e-08 3.4325569e-14
6.4634853e-08 3.3855849e-14
6.4714551e-08 3.3449987e-14
6.4794249e-08 3.3106247e-14
6.4873946e-08 3.2822116e-14
6.4953644e-08 3.2594499e-14
6.5033342e-08 3.2419854e-14
6.5113040e-08 3.2294282e-14
6.5192737e-08 3.2213591e-14
6.5272435e-08 3.2173353e-14
6.5352133e-08 3.2168936e-14
6.5431830e-08 3.2195551e-14
6.5511528e-08 3.2248302e-14
6.5591226e-08 3.2322243e-14
6.5670924e-08 3.2412452e-14
6.5750621e-08 3.2514124e-14
6.5830319e-08 3.2622668e-14
6.5910017e-08 3.2733817e-14
6.5989715e-08 3.2843734e-14
6.6069412e-08 3.2949120e-14
6.6149110e-08 3.3047294e-14
6.6228808e-08 3.3136256e-14
6.6308505e-08 3.3214721e-14
6.6388203e-08 3.3282109e-14
6.6467901e-08 3.3338515e-14
6.6547599e-08 3.3384633e-14
6.6627296e-08 3.3421664e-14
6.6706994e-08 3.3451200e-14
6.6786692e-08 3.3475101e-14
6.6866389e-08 3.3495372e-14
6.6946087e-08 3.3514044e-14
6.7025785e-08 3.3533065e-14
6.7105483e-08 3.3554211e-14
6.7185180e-08 3.3579019e-14
6.7264878e-08 3.3608725e-14
6.7344576e-08 3.3644242e-14
6.7424274e-08 3.3686131e-14
6.7503971e-08 3.3734614e-14
6.7583669e-08 3.3789582e-14
6.7663367e-08 3.3850625e-14
6.7743064e-08 3.3917069e-14
6.7822762e-08 3.3988026e-14
6.7902460e-08 3.4062449e-14
6.7982158e-08 3.4139187e-14
6.8061855e-08 3.4217049e-14
6.8141553e-08 3.4294866e-14
6.8221251e-08 3.4371545e-14
6.8300948e-08 3.4446122e-14
6.8380646e-08 3.4517807e-14
6.8460344e-08 3.4586013e-14
6.8540042e-08 3.4650378e-14
6.8619739e-08 3.4710775e-14
6.8699437e-08 3.4767301e-14
6.8779135e-08 3.4820263e-14
6.8858833e-08 3.4870152e-14
6.8938530e-08 3.4917598e-14
6.9018228e-08 3.4963340e-14
6.9097926e-08 3.5008169e-14
6.9177623e-08 3.5052892e-14
6.9257321e-08 3.5098283e-14
6.9337019e-08 3.5145046e-14
6.9416717e-08 3.5193782e-14
6.9496414e-08 3.5244962e-14
6.9576112e-08 3.5298911e-14
6.9655810e-08 3.5355798e-14
6.9735507e-08 3.5415631e-14
6.9815205e-08 3.5478268e-14
6.9894903e-08 3.5543431e-14
6.9974601e-08 3.5610719e-14
7.0054298e-08 3.5679643e-14
7.0133996e-08 3.5749647e-14
7.0213694e-08 3.5820142e-14
7.0293392e-08 3.5890540e-14
7.0373089e-08 3.5960284e-14
7.0452787e-08 3.6028873e-14
7.0532485e-08 3.6095894e-14
7.0612182e-08 3.6161035e-14
7.0691880e-08 3.6224101e-14
7.0771578e-08 3.6285021e-14
7.0851276e-08 3.6343846e-14
7.0930973e-08 3.6400743e-14
7.1010671e-08 3.6455979e-14
7.1090369e-08 3.6509908e-14
7.1170067e-08 3.6562944e-14
7.1249764e-08 3.6615537e-14
7.1329462e-08 3.6668149e-14
7.1409160e-08 3.6721226e-14
7.1488857e-08 3.6775178e-14
7.1568555e-08 3.6830355e-14
7.1648253e-08 3.6887035e-14
7.1727951e-08 3.6945404e-14
7.1807648e-08 3.7005556e-14
7.1887346e-08 3.7067491e-14
7.1967044e-08 3.7131110e-14
7.2046741e-08 3.7196233e-14
7.2126439e-08 3.7262606e-14
7.2206137e-08 3.7329913e-14
7.2285835e-08 3.7397804e-14
7.2365532e-08 3.7465906e-14
7.2445230e-08 3.7533847e-14
7.2524928e-08 3.7601277e-14
7.2604626e-08 3.7667885e-14
7.2684323e-08 3.7733416e-14
7.2764021e-08 3.7797681e-14
7.2843719e-08 3.7860571e-14
7.2923416e-08 3.7922056e-14
7.3003114e-08 3.7982184e-14
7.3082812e-08 3.8041084e-14
7.3162510e-08 3.8098945e-14
7.3242207e-08 3.8156016e-14
7.3321905e-08 3.8212581e-14
7.3401603e-08 3.8268950e-14
7.3481300e-08 3.8325435e-14
7.3560998e-08 3.8382339e-14
7.3640696e-08 3.8439934e-14
7.3720394e-08 3.8498452e-14
7.3800091e-08 3.8558070e-14
7.3879789e-08 3.8618902e-14
7.3959487e-08 3.8680998e-14
7.4039185e-08 3.8744339e-14
7.4118882e-08 3.8808839e-14
7.4198580e-08 3.8874355e-14
7.4278278e-08 3.8940693e-14
7.4357975e-08 3.9007618e-14
7.4437673e-08 3.9074874e-14
7.4517371e-08 3.9142190e-14
7.4597069e-08 3.9209301e-14
7.4676766e-08 3.9275962e-14
7.4756464e-08 3.9341956e-14
7.4836162e-08 3.9407113e-14
7.4915859e-08 3.9471311e-14
7.4995557e-08 3.9534488e-14
7.5075255e-08 3.9596641e-14
7.5154953e-08 3.9657824e-14
7.5234650e-08 3.9718148e-14
7.5314348e-08 3.9777769e-14
7.5394046e-08 3.9836882e-14
7.5473744e-08 3.9895710e-14
7.5553441e-08 3.9954484e-14
7.5633139e-08 4.0013442e-14
7.5712837e-08 4.0072806e-14
7.5792534e-08 4.0132772e-14
7.5872232e-08 4.0193505e-14
7.5951930e-08 4.0255124e-14
7.6031628e-08 4.0317701e-14
7.6111325e-08 4.0381254e-14
7.6191023e-08 4.0445753e-14
7.6270721e-08 4.0511113e-14
7.6350418e-08 4.0577210e-14
7.6430116e-08 4.0643881e-14
7.6509814e-08 4.0710937e-14
7.6589512e-08 4.0778170e-14
7.6669209e-08 4.0845372e-14
7.6748907e-08 4.0912338e-14
7.6828605e-08 4.0978882e-14
7.6908303e-08 4.1044847e-14
7.6988000e-08 4.1110113e-14
7.7067698e-08 4.1174599e-14
7.7147396e-08 4.1238274e-14
7.7227093e-08 4.1301153e-14
7.7306791e-08 4.1363296e-14
7.7386489e-08 4.1424807e-14
7.7466187e-08 4.1485822e-14
7.7545884e-08 4.1546507e-14
7.7625582e-08 4.1607045e-14
7.7705280e-08 4.1667626e-14
7.7784978e-08 4.1728436e-14
7.7864675e-08 4.1789649e-14
7.7944373e-08 4.1851416e-14
7.8024071e-08 4.1913856e-14
7.8103768e-08 4.1977051e-14
7.8183466e-08 4.2041044e-14
7.8263164e-08 4.2105833e-14
7.8342862e-08 4.2171376e-14
7.8422559e-08 4.2237590e-14
7.8502257e-08 4.2304360e-14
7.8581955e-08 4.2371542e-14
7.8661652e-08 4.2438973e-14
7.8741350e-08 4.2506481e-14
7.8821048e-08 4.2573892e-14
7.8900746e-08 4.2641045e-14
7.8980443e-08 4.2707792e-14
7.9060141e-08 4.2774015e-14
7.9139839e-08 4.2839627e-14
7.9219537e-08 4.2904578e-14
7.9299234e-08 4.2968857e-14
7.9378932e-08 4.3032493e-14
7.9458630e-08 4.3095550e-14
7.9538327e-08 4.3158129e-14
7.9618025e-08 4.3220354e-14
7.9697723e-08 4.3282372e-14
7.9777421e-08 4.3344341e-14
7.9857118e-08 4.3406420e-14
7.9936816e-08 4.3468765e-14
8.0016514e-08 4.3531513e-14
8.0096211e-08 4.3594783e-14
8.0175909e-08 4.3658664e-14
8.0255607e-08 4.3723211e-14
8.0335305e-08 4.3788445e-14
8.0415002e-08 4.3854350e-14
8.0494700e-08 4.3920875e-14
8.0574398e-08 4.3987936e-14
8.0654096e-08 4.4055424e-14
8.0733793e-08 4.4123208e-14
8.0813491e-08 4.4191143e-14
8.0893189e-08 4.4259082e-14
8.0972886e-08 4.4326876e-14
8.1052584e-08 4.4394393e-14
8.1132282e-08 4.4461514e-14
8.1211980e-08 4.4528150e-14
8.1291677e-08 4.4594237e-14
8.1371375e-08 4.4659749e-14
8.1451073e-08 4.4724689e-14
8.1530770e-08 4.4789096e-14
8.1610468e-08 4.4853042e-14
8.1690166e-08 4.4916621e-14
8.1769864e-08 4.4979954e-14
8.1849561e-08 4.5043171e-14
8.1929259e-08 4.5106411e-14
8.2008957e-08 4.5169815e-14
8.2088655e-08 4.5233511e-14
8.2168352e-08 4.5297613e-14
8.2248050e-08 4.5362215e-14
8.2327748e-08 4.5427381e-14
8.2407445e-08 4.5493147e-14
8.2487143e-08 4.5559517e-14
8.2566841e-08 4.5626464e-14
8.2646539e-08 4.5693929e-14
8.2726236e-08 4.5761828e-14
8.2805934e-08 4.5830055e-14
8.2885632e-08 4.5898489e-14
8.2965329e-08 4.5966999e-14
8.3045027e-08 4.6035454e-14
8.3124725e-08 4.6103729e-14
8.3204423e-08 4.6171710e-14
8.3284120e-08 4.6239304e-14
8.3363818e-08 4.6306441e-14
8.3443516e-08 4.6373079e-14
8.3523214e-08 4.6439206e-14
8.3602911e-08 4.6504839e-14
8.3682609e-08 4.6570028e-14
8.3762307e-08 4.6634845e-14
8.3842004e-08 4.6699386e-14
8.3921702e-08 4.6763762e-14
8.4001400e-08 4.6828095e-14
8.4081098e-08 4.6892511e-14
8.4160795e-08 4.6957131e-14
8.4240493e-08 4.7022065e-14
8.4320191e-08 4.7087408e-14
8.4399889e-08 4.7153231e-14
8.4479586e-08 4.7219583e-14
8.4559284e-08 4.7286482e-14
8.4638982e-08 4.7353919e-14
8.4718679e-08 4.7421856e-14
8.4798377e-08 4.7490229e-14
8.4878075e-08 4.7558953e-14
8.4957773e-08 4.7627927e-14
8.5037470e-08 4.7697034e-14
8.5117168e-08 4.7766158e-14
8.5196866e-08 4.7835180e-14
8.5276563e-08 4.7903991e-14
8.5356261e-08 4.7972497e-14
8.5435959e-08 4.8040622e-14
8.5515657e-08 4.8108314e-14
8.5595354e-08 4.8175547e-14
8.5675052e-08 4.8242323e-14
8.5754750e-08 4.8308672e-14
8.5834448e-08 4.8374647e-14
8.5914145e-08 4.8440324e-14
8.5993843e-08 4.8505800e-14
8.6073541e-08 4.8571179e-14
8.6153238e-08 4.8636576e-14
8.6232936e-08 4.8702104e-14
8.6312634e-08 4.8767868e-14
8.6392332e-08 4.8833965e-14
8.6472029e-08 4.8900472e-14
8.6551727e-08 4.8967443e-14
8.6631425e-08 4.9034912e-14
8.6711122e-08 4.9102882e-14
8.6790820e-08 4.9171334e-14
8.6870518e-08 4.9240221e-14
8.6950216e-08 4.9309476e-14
8.7029913e-08 4.9379012e-14
8.7109611e-08 4.9448730e-14
8.7189309e-08 4.9518522e-14
8.7269007e-08 4.9588278e-14
8.7348704e-08 4.9657894e-14
8.7428402e-08 4.9727275e-14
8.7508100e-08 4.9796342e-14
8.7587797e-08 4.9865034e-14
8.7667495e-08 4.9933315e-14
8.7747193e-08 5.0001173e-14
8.7826891e-08 5.0068621e-14
8.7906588e-08 5.0135697e-14
8.7986286e-08 5.0202462e-14
8.8065984e-08 5.0268994e-14
8.8145681e-08 5.0335388e-14
8.8225379e-08 5.0401744e-14
8.8305077e-08 5.0468168e-14
8.8384775e-08 5.0534763e-14
8.8464472e-08 5.0601623e-14
8.8544170e-08 5.0668829e-14
8.8623868e-08 5.0736445e-14
8.8703566e-08 5.0804510e-14
8.8783263e-08 5.0873044e-14
8.8862961e-08 5.0942039e-14
8.8942659e-08 5.1011466e-14
8.9022356e-08 5.1081271e-14
8.9102054e-08 5.1151382e-14
8.9181752e-08 5.1221714e-14
8.9261450e-08 5.1292169e-14
8.9341147e-08 5.1362646e-14
8.9420845e-08 5.1433044e-14
8.9500543e-08 5.1503269e-14
8.9580240e-08 5.1573240e-14
8.9659938e-08 5.1642889e-14
8.9739636e-08 5.1712172e-14
8.9819334e-08 5.1781064e-14
8.9899031e-08 5.1849566e-14
8.9978729e-08 5.1917702e-14
9.0058427e-08 5.1985516e-14
9.0138125e-08 5.2053074e-14
9.0217822e-08 5.2120457e-14
9.0297520e-08 5.2187756e-14
9.0377218e-08 5.2255070e-14
9.0456915e-08 5.2322495e-14
9.0536613e-08 5.2390127e-14
9.0616311e-08 5.2458046e-14
9.0696009e-08 5.2526322e-14
9.0775706e-08 5.2595005e-14
9.0855404e-08 5.2664122e-14
9.0935102e-08 5.2733680e-14
9.1014800e-08 5.2803662e-14
9.1094497e-08 5.2874029e-14
9.1174195e-08 5.2944722e-14
9.1253893e-08 5.3015668e-14
9.1333590e-08 5.3086779e-14
9.1413288e-08 5.3157961e-14
9.1492986e-08 5.3229119e-14
9.1572684e-08 5.3300161e-14
9.1652381e-08 5.3371002e-14
9.1732079e-08 5.3441573e-14
9.1811777e-08 5.3511819e-14
9.1891474e-08 5.3581708e-14
9.1971172e-08 5.3651227e-14
9.2050870e-08 5.3720387e-14
9.2130568e-08 5.3789221e-14
9.2210265e-08 5.3857781e-14
9.2289963e-08 5.3926135e-14
9.2369661e-08 5.3994367e-14
9.2449359e-08 5.4062564e-14
9.2529056e-08 5.4130822e-14
9.2608754e-08 5.4199231e-14
9.2688452e-08 5.4267874e-14
9.2768149e-08 5.4336825e-14
9.2847847e-08 5.4406139e-14
9.2927545e-08 5.4475855e-14
9.3007243e-08 5.4545990e-14
9.3086940e-08 5.4616538e-14
9.3166638e-08 5.4687473e-14
9.3246336e-08 5.4758751e-14
9.3326033e-08 5.4830306e-14
9.3405731e-08 5.4902063e-14
9.3485429e-08 5.4973935e-14
9.3565127e-08 5.5045833e-14
9.3644824e-08 5.5117665e-14
9.3724522e-08 5.5189348e-14
9.3804220e-08 5.5260808e-14
9.3883918e-08 5.5331985e-14
9.3963615e-08 5.5402836e-14
9.4043313e-08 5.5473341e-14
9.4123011e-08 5.5543498e-14
9.4202708e-08 5.5613327e-14
9.4282406e-08 5.5682869e-14
9.4362104e-08 5.5752181e-14
9.4441802e-08 5.5821336e-14
9.4521499e-08 5.5890415e-14
9.4601197e-08 5.5959506e-14
9.4680895e-08 5.6028698e-14
9.4760592e-08 5.6098074e-14
9.4840290e-08 5.6167711e-14
9.4919988e-08 5.6237671e-14
9.4999686e-08 5.6307997e-14
9.5079383e-08 5.6378719e-14
9.5159081e-08 5.6449841e-14
9.5238779e-08 5.6521349e-14
9.5318477e-08 5.6593209e-14
9.5398174e-08 5.6665369e-14
9.5477872e-08 5.6737761e-14
9.5557570e-08 5.6810307e-14
9.5637267e-08 5.6882923e-14
9.5716965e-08 5.6955522e-14
9.5796663e-08 5.7028019e-14
9.5876361e-08 5.7100339e-14
9.5956058e-08 5.7172417e-14
9.6035756e-08 5.7244202e-14
9.6115454e-08 5.7315665e-14
9.6195151e-08 5.7386794e-14
9.6274849e-08 5.7457597e-14
9.6354547e-08 5.7528104e-14
9.6434245e-08 5.7598362e-14
9.6513942e-08 5.7668433e-14
9.6593640e-08 5.7738391e-14
9.6673338e-08 5.7808318e-14
9.6753036e-08 5.7878298e-14
9.6832733e-08 5.7948417e-14
9.6912431e-08 5.8018750e-14
9.6992129e-08 5.8089365e-14
9.7071826e-08 5.8160313e-14
9.7151524e-08 5.8231629e-14
9.7231222e-08 5.8303331e-14
9.7310920e-08 5.8375414e-14
9.7390617e-08 5.8447855e-14
9.7470315e-08 5.8520612e-14
9.7550013e-08 5.8593629e-14
9.7629710e-08 5.8666834e-14
9.7709408e-08 5.8740149e-14
9.7789106e-08 5.8813490e-14
9.7868804e-08 5.8886776e-14
9.7948501e-08 5.8959928e-14
9.8028199e-08 5.9032878e-14
9.8107897e-08 5.9105571e-14
9.8187595e-08 5.9177966e-14
9.8267292e-08 5.9250044e-14
9.8346990e-08 5.9321803e-14
9.8426688e-08 5.9393260e-14
9.8506385e-08 5.9464454e-14
9.8586083e-08 5.9535434e-14
9.8665781e-08 5.9606269e-14
9.8745479e-08 5.9677035e-14
9.8825176e-08 5.9747810e-14
9.8904874e-08 5.9818679e-14
9.8984572e-08 5.9889718e-14
9.9064270e-08 5.9960998e-14
9.9143967e-08 6.0032576e-14
9.9223665e-08 6.0104496e-14
9.9303363e-08 6.0176782e-14
9.9383060e-08 6.0249442e-14
9.9462758e-08 6.0322461e-14
9.9542456e-08 6.0395809e-14
9.9622154e-08 6.0469437e-14
9.9701851e-08 6.0543285e-14
9.9781549e-08 6.0617280e-14
9.9861247e-08 6.0691342e-14
9.9940944e-08 6.0765391e-14
1.0002064e-07 6.0839350e-14
1.0010034e-07 6.0913146e-14
1.0018004e-07 6.0986720e-14
1.0025974e-07 6.1060024e-14
1.0033943e-07 6.1133030e-14
1.0041913e-07 6.1205726e-14
1.0049883e-07 6.1278120e-14
1.0057853e-07 6.1350239e-14
1.0065822e-07 6.1422125e-14
1.0073792e-07 6.1493836e-14
1.0081762e-07 6.1565442e-14
1.0089732e-07 6.1637018e-14
1.0097701e-07 6.1708644e-14
1.0105671e-07 6.1780398e-14
1.0113641e-07 6.1852353e-14
1.0121611e-07 6.1924571e-14
1.0129581e-07 6.1997100e-14
1.0137550e-07 6.2069976e-14
1.0145520e-07 6.2143212e-14
1.0153490e-07 6.2216807e-14
1.0161460e-07 6.2290739e-14
1.0169429e-07 6.2364969e-14
1.0177399e-07 6.2439445e-14
1.0185369e-07 6.2514101e-14
1.0193339e-07 6.2588862e-14
1.0201309e-07 6.2663651e-14
1.0209278e-07 6.2738391e-14
1.0217248e-07 6.2813009e-14
1.0225218e-07 6.2887438e-14
1.0233188e-07 6.2961629e-14
1.0241157e-07 6.3035542e-14
1.0249127e-07 6.3109158e-14
1.0257097e-07 6.3182475e-14
1.0265067e-07 6.3255509e-14
1.0273036e-07 6.3328295e-14
1.0281006e-07 6.3400881e-14
1.0288976e-07 6.3473330e-14
1.0296946e-07 6.3545712e-14
1.0304916e-07 6.3618103e-14
1.0312885e-07 6.3690582e-14
1.0320855e-07 6.3763220e-14
1.0328825e-07 6.3836086e-14
1.0336795e-07 6.3909233e-14
1.0344764e-07 6.3982702e-14
1.0352734e-07 6.4056517e-14
1.0360704e-07 6.4130686e-14
1.0368674e-07 6.4205195e-14
1.0376644e-07 6.4280017e-14
1.0384613e-07 6.4355107e-14
1.0392583e-07 6.4430405e-14
1.0400553e-07 6.4505845e-14
1.0408523e-07 6.4581351e-14
1.0416492e-07 6.4656848e-14
1.0424462e-07 6.4732261e-14
1.0432432e-07 6.4807523e-14
1.0440402e-07 6.4882577e-14
1.0448371e-07 6.4957376e-14
1.0456341e-07 6.5031895e-14
1.0464311e-07 6.5106122e-14
1.0472281e-07 6.5180063e-14
1.0480251e-07 6.5253743e-14
1.0488220e-07 6.5327202e-14
1.0496190e-07 6.5400496e-14
1.0504160e-07 6.5473689e-14
1.0512130e-07 6.5546853e-14
1.0520099e-07 6.5620064e-14
1.0528069e-07 6.5693397e-14
1.0536039e-07 6.5766918e-14
1.0544009e-07 6.5840690e-14
1.0551979e-07 6.5914757e-14
1.0559948e-07 6.5989154e-14
1.0567918e-07 6.6063894e-14
1.0575888e-07 6.6138977e-14
1.0583858e-07 6.6214381e-14
1.0591827e-07 6.6290070e-14
1.0599797e-07 6.6365995e-14
1.0607767e-07 6.6442093e-14
1.0615737e-07 6.6518294e-14
1.0623706e-07 6.6594525e-14
1.0631676e-07 6.6670710e-14
1.0639646e-07 6.6746780e-14
1.0647616e-07 6.6822673e-14
1.0655586e-07 6.6898340e-14
1.0663555e-07 6.6973745e-14
1.0671525e-07 6.7048867e-14
1.0679495e-07 6.7123704e-14
1.0687465e-07 6.7198272e-14
1.0695434e-07 6.7272603e-14
1.0703404e-07 6.7346744e-14
1.0711374e-07 6.7420752e-14
1.0719344e-07 6.7494696e-14
1.0727313e-07 6.7568649e-14
1.0735283e-07 6.7642684e-14
1.0743253e-07 6.7716871e-14
1.0751223e-07 6.7791274e-14
1.0759193e-07 6.7865947e-14
1.0767162e-07 6.7940927e-14
1.0775132e-07 6.8016239e-14
1.0783102e-07 6.8091889e-14
1.0791072e-07 6.8167867e-14
1.0799041e-07 6.8244145e-14
1.0807011e-07 6.8320680e-14
1.0814981e-07 6.8397417e-14
1.0822951e-07 6.8474292e-14
1.0830921e-07 6.8551232e-14
1.0838890e-07 6.8628166e-14
1.0846860e-07 6.8705021e-14
1.0854830e-07 6.8781733e-14
1.0862800e-07 6.8858246e-14
1.0870769e-07 6.8934518e-14
1.0878739e-07 6.9010521e-14
1.0886709e-07 6.9086245e-14
1.0894679e-07 6.9161695e-14
1.0902648e-07 6.9236894e-14
1.0910618e-07 6.9311882e-14
1.0918588e-07 6.9386710e-14
1.0926558e-07 6.9461441e-14
1.0934528e-07 6.9536143e-14
1.0942497e-07 6.9610890e-14
1.0950467e-07 6.9685752e-14
1.0958437e-07 6.9760795e-14
1.0966407e-07 6.9836078e-14
1.0974376e-07 6.9911646e-14
1.0982346e-07 6.9987530e-14
1.0990316e-07 7.0063745e-14
1.0998286e-07 7.0140290e-14
1.1006256e-07 7.0217145e-14
1.1014225e-07 7.0294276e-14
1.1022195e-07 7.0371635e-14
1.1030165e-07 7.0449163e-14
1.1038135e-07 7.0526791e-14
1.1046104e-07 7.0604449e-14
1.1054074e-07 7.0682066e-14
1.1062044e-07 7.0759574e-14
1.1070014e-07 7.0836913e-14
1.1077983e-07 7.0914035e-14
1.1085953e-07 7.0990904e-14
1.1093923e-07 7.1067502e-14
1.1101893e-07 7.1143826e-14
1.1109863e-07 7.1219891e-14
1.1117832e-07 7.1295727e-14
1.1125802e-07 7.1371377e-14
1.1133772e-07 7.1446901e-14
1.1141742e-07 7.1522361e-14
1.1149711e-07 7.1597829e-14
1.1157681e-07 7.1673375e-14
1.1165651e-07 7.1749067e-14
1.1173621e-07 7.1824968e-14
1.1181591e-07 7.1901128e-14
1.1189560e-07 7.1977585e-14
1.1197530e-07 7.2054363e-14
1.1205500e-07 7.2131469e-14
1.1213470e-07 7.2208891e-14
1.1221439e-07 7.2286605e-14
1.1229409e-07 7.2364569e-14
1.1237379e-07 7.2442730e-14
1.1245349e-07 7.2521025e-14
1.1253318e-07 7.2599385e-14
1.1261288e-07 7.2677741e-14
1.1269258e-07 7.2756022e-14
1.1277228e-07 7.2834165e-14
1.1285198e-07 7.2912119e-14
1.1293167e-07 7.2989838e-14
1.1301137e-07 7.3067299e-14
1.1309107e-07 7.3144489e-14
1.1317077e-07 7.3221414e-14
1.1325046e-07 7.3298096e-14
1.1333016e-07 7.3374573e-14
1.1340986e-07 7.3450894e-14
1.1348956e-07 7.3527120e-14
1.1356926e-07 7.3603318e-14
1.1364895e-07 7.3679558e-14
1.1372865e-07 7.3755908e-14
1.1380835e-07 7.3832434e-14
1.1388805e-07 7.3909192e-14
1.1396774e-07 7.3986226e-14
1.1404744e-07 7.4063566e-14
1.1412714e-07 7.4141228e-14
1.1420684e-07 7.4219210e-14
1.1428653e-07 7.4297495e-14
1.1436623e-07 7.4376048e-14
1.1444593e-07 7.4454824e-14
1.1452563e-07 7.4533765e-14
1.1460533e-07 7.4612806e-14
1.1468502e-07 7.4691876e-14
1.1476472e-07 7.4770908e-14
1.1484442e-07 7.4849836e-14
1.1492412e-07 7.4928601e-14
1.1500381e-07 7.5007155e-14
1.1508351e-07 7.5085465e-14
1.1516321e-07 7.5163511e-14
1.1524291e-07 7.5241291e-14
1.1532260e-07 7.5318818e-14
1.1540230e-07 7.5396122e-14
1.1548200e-07 7.5473246e-14
1.1556170e-07 7.5550245e-14
1.1564140e-07 7.5627182e-14
1.1572109e-07 7.5704124e-14
1.1580079e-07 7.5781143e-14
1.1588049e-07 7.5858302e-14
1.1596019e-07 7.5935664e-14
1.1603988e-07 7.6013278e-14
1.1611958e-07 7.6091181e-14
1.1619928e-07 7.6169397e-14
1.1627898e-07 7.6247932e-14
1.1635868e-07 7.6326776e-14
1.1643837e-07 7.6405906e-14
1.1651807e-07 7.6485279e-14
1.1659777e-07 7.6564847e-14
1.1667747e-07 7.6644546e-14
1.1675716e-07 7.6724310e-14
1.1683686e-07 7.6804071e-14
1.1691656e-07 7.6883760e-14
1.1699626e-07 7.6963317e-14
1.1707595e-07 7.7042688e-14
1.1715565e-07 7.7121833e-14
1.1723535e-07 7.7200725e-14
1.1731505e-07 7.7279353e-14
1.1739475e-07 7.7357722e-14
1.1747444e-07 7.7435855e-14
1.1755414e-07 7.7513785e-14
1.1763384e-07 7.7591563e-14
1.1771354e-07 7.7669247e-14
1.1779323e-07 7.7746903e-14
1.1787293e-07 7.7824598e-14
1.1795263e-07 7.7902401e-14
1.1803233e-07 7.7980374e-14
1.1811203e-07 7.8058573e-14
1.1819172e-07 7.8137041e-14
1.1827142e-07 7.8215809e-14
1.1835112e-07 7.8294891e-14
1.1843082e-07 7.8374287e-14
1.1851051e-07 7.8453979e-14
1.1859021e-07 7.8533935e-14
1.1866991e-07 7.8614110e-14
1.1874961e-07 7.8694447e-14
1.1882930e-07 7.8774883e-14
1.1890900e-07 7.8855349e-14
1.1898870e-07 7.8935779e-14
1.1906840e-07 7.9016108e-14
1.1914810e-07 7.9096278e-14
1.1922779e-07 7.9176243e-14
1.1930749e-07 7.9255969e-14
1.1938719e-07 7.9335437e-14
1.1946689e-07 7.9414645e-14
1.1954658e-07 7.9493605e-14
1.1962628e-07 7.9572345e-14
1.1970598e-07 7.9650908e-14
1.1978568e-07 7.9729347e-14
1.1986538e-07 7.9807724e-14
1.1994507e-07 7.9886107e-14
1.2002477e-07 7.9964562e-14
1.2010447e-07 8.0043155e-14
1.2018417e-07 8.0121945e-14
1.2026386e-07 8.0200982e-14
1.2034356e-07 8.0280302e-14
1.2042326e-07 8.0359928e-14
1.2050296e-07 8.0439868e-14
1.2058265e-07 8.0520112e-14
1.2066235e-07 8.0600635e-14
1.2074205e-07 8.0681401e-14
1.2082175e-07 8.0762356e-14
1.2090145e-07 8.0843442e-14
1.2098114e-07 8.0924593e-14
1.2106084e-07 8.1005741e-14
1.2114054e-07 8.1086821e-14
1.2122024e-07 8.1167771e-14
1.2129993e-07 8.1248540e-14
1.2137963e-07 8.1329087e-14
1.2145933e-07 8.1409386e-14
1.2153903e-07 8.1489426e-14
1.2161873e-07 8.1569211e-14
1.2169842e-07 8.1648763e-14
1.2177812e-07 8.1728116e-14
1.2185782e-07 8.1807318e-14
1.2193752e-07 8.1886426e-14
1.2201721e-07 8.1965506e-14
1.2209691e-07 8.2044623e-14
1.2217661e-07 8.2123845e-14
1.2225631e-07 8.2203234e-14
1.2233600e-07 8.2282843e-14
1.2241570e-07 8.2362717e-14
1.2249540e-07 8.2442886e-14
1.2257510e-07 8.2523364e-14
1.2265480e-07 8.2604150e-14
1.2273449e-07 8.2685228e-14
1.2281419e-07 8.2766567e-14
1.2289389e-07 8.2848121e-14
1.2297359e-07 8.2929837e-14
1.2305328e-07 8.3011650e-14
1.2313298e-07 8.3093496e-14
1.2321268e-07 8.3175305e-14
1.2329238e-07 8.3257017e-14
1.2337207e-07 8.3338573e-14
1.2345177e-07 8.3419927e-14
1.2353147e-07 8.3501046e-14
1.2361117e-07 8.3581911e-14
